kyears.bp,albx,alby,lat,lon,bio1,bio12,bio2,bio4,bio7,bio15
2,2005131,740171,41.78,-71.43,0.640349357,1.060212412,-1.072307305,-1.080351717,-1.276644556,-1.075500303
2,1902481,1161864,45.67,-71.32,-0.905061979,1.264860784,-0.656456266,0.326607551,0.167889985,-0.571394521
2,1854961,1310992,47.08,-71.42,-1.031430895,1.464998914,-0.931944147,0.586348746,0.32459149,-0.6429232
2,1868992,1335325,47.26,-71.16,-1.554076216,2.330147546,-0.016926739,0.438376061,0.457365113,-0.723488956
2,2081114,718896,41.42,-70.61,0.839263417,1.329750215,-1.497094814,-1.235702648,-1.551273325,-1.164644736
2,1953584,1164119,45.57,-70.68,-0.928154941,1.024023125,-0.282879361,0.047784234,-0.003979098,-0.754761976
2,1956470,1168364,45.6,-70.63,-0.869104316,0.261460659,-0.342843493,0.263339339,0.194573978,-0.336625287
2,1938792,1241789,46.28,-70.6,-0.967209033,0.647889915,-0.663071376,0.474037105,0.304362333,-0.383665599
2,1895415,1304625,46.93,-70.93,-1.0044181,0.969528513,-1.056828747,0.55542111,0.246341314,-0.494216759
2,1897855,1368311,47.48,-70.68,-1.371258769,1.858074591,-0.740376535,0.52314507,0.312913686,-0.937110077
2,2117299,712625,41.28,-70.21,0.850754117,1.484635343,-1.519386796,-1.291986113,-1.598120983,-1.142103504
2,2114455,787359,41.93,-70,0.690291061,1.427166379,-1.441674246,-1.161973879,-1.400535469,-1.175978976
2,2024141,1005713,44.03,-70.35,0.061136968,0.813535063,-0.647283816,-0.583824186,-0.660592441,-1.013683266
2,1970135,1200923,45.85,-70.35,-0.993148196,0.530815499,-0.267836635,0.214556338,0.132186842,-0.495327554
2,1948106,1294938,46.72,-70.3,-1.138743528,0.900513072,-0.634710803,0.417232211,0.222519467,-0.50757187
2,1919209,1376466,47.5,-70.38,-0.982337411,0.317613928,-1.277015203,0.325068394,-0.029290103,-0.759574641
2,2112894,1000660,43.77,-69.3,0.276900126,1.270294214,-1.140865084,-0.578095323,-0.834630549,-1.140450868
2,2073996,1129767,44.98,-69.32,-0.388746163,0.732830931,-0.079281412,-0.216593851,-0.199451723,-1.181320178
2,2051097,1281587,46.35,-69.06,-0.972656938,0.444039793,-0.070231948,0.407953863,0.360891076,-0.501807421
2,1988306,1391332,47.46,-69.45,-1.180295452,0.212653804,-0.411956247,0.601867105,0.417332496,-0.461958409
2,2155720,1048047,44.07,-68.62,0.227146338,1.426955906,-1.201435691,-0.632772239,-0.918084201,-1.198339094
2,2116719,1149185,45.04,-68.73,-0.335078188,0.59523682,-0.337823358,-0.324364551,-0.368599,-1.102497262
2,2085742,1243180,45.93,-68.77,-0.752441292,0.496752876,0.030471299,0.210156462,0.220490782,-0.862485803
2,2023299,1409524,47.53,-68.94,-1.143030541,0.106661272,-0.150079073,0.630437746,0.505447757,-0.473736004
2,2178608,1082804,44.31,-68.22,-0.135121676,0.990505872,-1.596304549,-1.064872765,-1.370554668,-1.169313807
2,2157010,1160036,45.03,-68.2,-0.364747251,0.659010999,-0.825904077,-0.496510284,-0.717468134,-1.083634907
2,2140621,1300172,46.28,-67.88,-0.770532703,0.52339079,-0.147477151,0.254448208,0.242685471,-1.02283398
2,2214884,1204513,45.26,-67.33,-0.459041863,0.998616405,-0.705957364,-0.339074781,-0.432417599,-0.924519614
3,-537279,491209,41.72,-102.51,0.405154863,-2.193736532,3.743277695,-0.324586258,0.443572425,2.31847784
3,-415806,1184580,48.01,-101.53,-0.744190345,-2.267863803,0.984006494,1.199689716,1.294774607,2.251302105
3,-308531,827475,44.84,-99.91,0.060100242,-2.106489077,1.561509536,0.973345045,1.241290122,2.181771244
3,-230730,111960,38.47,-98.67,1.442119286,-1.559742413,2.520033699,-0.049845676,0.396994763,1.592285369
3,-197660,1071343,47.07,-98.59,-0.573532828,-1.993743838,1.262075736,1.376912186,1.565485089,2.009649171
3,-220161,1183591,48.08,-98.93,-0.847602766,-2.172814314,0.889573103,1.580856164,1.618311617,2.101022787
3,-165378,1047288,46.86,-98.16,-0.546888264,-1.819285781,1.186774362,1.421341344,1.581189713,1.85536274
3,-106584,819657,44.82,-97.35,-0.198318186,-1.61849114,0.487574932,1.042649208,1.005126704,1.788413146
3,-103947,895267,45.5,-97.33,-0.313372405,-1.618189119,0.625311613,1.132758453,1.164451615,1.826941278
3,-6094,1083032,47.2,-96.08,-0.613647045,-1.610151033,0.759582397,1.572171747,1.579164898,2.07508414
3,32130,1052122,46.92,-95.58,-0.678167743,-1.437099535,0.800497311,1.315909071,1.384108254,2.142545559
3,17523,1081944,47.19,-95.77,-0.735964992,-1.511622262,0.993422499,1.442911406,1.584689319,2.231612844
3,64561,653043,43.33,-95.2,0.010023318,-1.0135573,0.481002312,0.809699339,0.777576306,1.692583576
3,55676,973587,46.21,-95.28,-0.559474496,-1.231222112,0.799975635,1.255966961,1.337648886,1.754055929
3,51980,1057770,46.97,-95.32,-0.642915192,-1.297397545,1.103994518,1.356890254,1.495992042,2.040217677
3,63243,1081093,47.18,-95.17,-0.730528258,-1.385604077,1.244949591,1.425789359,1.642827857,2.101167457
3,45370,1136210,47.68,-95.4,-0.791388493,-1.463426784,1.231196006,1.471053252,1.67483721,1.989821259
3,109686,981959,46.28,-94.58,-0.480342292,-1.184297421,1.056425316,1.25903567,1.421177487,1.631546092
3,95696,1047145,46.87,-94.75,-0.589568405,-1.290434156,1.31593422,1.342955327,1.554254919,1.832881118
3,81530,1081276,47.18,-94.93,-0.673154967,-1.359009855,1.2892979,1.391845396,1.543727606,1.961730409
3,143853,1012488,46.55,-94.13,-0.545095745,-1.20916719,1.142980229,1.254809821,1.476830122,1.683146729
3,144225,1071190,47.08,-94.11,-0.51243362,-1.232707478,1.608929568,1.284153358,1.566459936,1.696415925
3,188490,535487,42.26,-93.7,0.461739704,-0.577899599,-0.039616358,0.620945909,0.475772603,1.147230331
3,172632,621202,43.03,-93.87,0.29563504,-0.63121612,-0.056069158,0.738840012,0.634974903,1.264065377
3,172045,754017,44.22,-93.84,0.046221419,-1.066868869,0.024247308,0.998247015,0.827075056,1.532172007
3,182176,828906,44.89,-93.69,0.073665352,-1.07426045,0.229488554,1.085041352,0.963090845,1.722262568
3,180743,887844,45.42,-93.69,-0.171107237,-1.14621105,0.249025577,1.091910922,1.017854115,1.787845431
3,184533,1016727,46.58,-93.6,-0.507496241,-1.215277165,1.073338958,1.172213196,1.362754007,1.751607508
3,179918,1078627,47.14,-93.64,-0.685479815,-1.222193849,1.2984114,1.246091405,1.424247953,1.791069221
3,224492,509588,42.02,-93.27,0.618551784,-0.561081124,-0.201030138,0.503660859,0.326153854,0.958309596
3,214393,635660,43.15,-93.35,0.106935816,-0.77648073,-0.644617402,0.87306363,0.667058513,1.316062619
3,229209,761108,44.27,-93.12,0.027391147,-0.93251177,-0.215140395,1.008950272,0.850008573,1.437158434
3,224196,822250,44.82,-93.16,0.029270612,-1.016225175,-0.402525483,0.982401692,0.755217854,1.322906806
3,220637,888921,45.42,-93.18,-0.187278162,-1.085817616,-0.21576624,0.99502531,0.878964729,1.532837531
3,197178,1171889,47.98,-93.38,-0.884213992,-1.180019177,0.796854744,1.224745854,1.298613553,1.55916139
3,250170,848684,45.05,-92.82,-0.002866167,-0.978074143,-0.031625379,0.875035576,0.810550145,1.293765435
3,252784,1001026,46.42,-92.72,-0.461698837,-1.139957709,0.547946867,0.968406387,1.019829713,1.631506109
3,259305,1034518,46.72,-92.62,-0.665995754,-1.161816008,0.709598151,0.984425223,1.091981355,1.532404812
3,298880,1189763,48.11,-92.02,-1.149799685,-1.058590121,0.635987641,1.172087165,1.271320423,1.216028171
3,329121,1120390,47.47,-91.66,-1.023465364,-1.014550829,-0.187348221,0.41691459,0.344599966,1.133711993
3,432950,-67275,36.8,-91.1,1.826449936,0.321680078,1.91784604,-0.78205071,-0.572089669,-0.626311961
3,362676,752942,44.15,-91.45,-0.006607043,-0.940033486,-0.346169454,0.790225495,0.673385953,1.29133593
3,356547,880843,45.3,-91.45,-0.315511191,-1.061611851,0.375973728,0.831018511,0.918494825,1.380914181
3,371286,992756,46.3,-91.19,-0.595044914,-0.957391749,0.809721646,0.525000548,0.761637685,1.315070353
3,367034,1180802,48,-91.12,-1.179396517,-0.987724378,0.616959794,0.661232456,0.825032972,1.104096631
3,463573,890085,45.33,-90.08,-0.574216794,-0.804737234,0.309261677,0.738768496,0.824304211,1.145219788
3,496161,640860,43.08,-89.87,0.25607798,-0.537097303,-0.230864849,0.43635209,0.470947584,0.673171068
3,504973,679483,43.42,-89.73,0.102475267,-0.597184247,-0.169517063,0.458724061,0.508706722,0.790477957
3,513373,722546,43.8,-89.59,-0.038582365,-0.633397262,0.057696252,0.560351369,0.666740759,0.972688427
3,503582,913858,45.52,-89.55,-0.604363002,-0.671763254,0.646176994,0.696468384,0.865568999,1.056663899
3,471095,992937,46.25,-89.9,-0.871090577,-0.761018249,0.956098484,0.523107152,0.813616294,1.106701544
3,532373,645524,43.1,-89.42,0.098674239,-0.556308273,-0.363124763,0.491541365,0.445352018,0.659095763
3,545993,738240,43.92,-89.17,0.015989353,-0.666644878,-0.120015326,0.589639805,0.621604213,0.756527878
3,545307,803011,44.5,-89.12,-0.182085246,-0.788979665,0.124752476,0.681508795,0.753860494,0.896909255
3,518208,995006,46.24,-89.29,-0.905452601,-0.697638259,1.097094392,0.512464272,0.82280697,0.995745934
3,520206,1180370,47.91,-89.09,-0.825801827,-0.869848762,0.393396546,0.561285757,0.666390194,0.67723966
3,498973,1235198,48.42,-89.32,-1.152746938,-1.095892412,0.497984289,0.825060468,0.949023343,0.558130528
3,582716,613328,42.78,-88.83,0.252971951,-0.41754305,-0.613237662,0.447684916,0.341001925,0.417155425
3,562581,837788,44.8,-88.87,-0.320185868,-0.700268927,0.514408755,0.660866087,0.806726741,0.91974793
3,570541,989993,46.16,-88.62,-0.897620842,-0.623456714,1.272639263,0.4992826,0.820284801,0.746048678
3,541040,1253740,48.56,-88.74,-1.054532263,-0.874679061,0.520349697,0.721607761,0.85396495,0.463791291
3,693624,-413475,33.56,-88.47,2.570009132,1.386732014,2.074789738,-1.660877591,-1.314556672,-0.30691483
3,641374,382231,40.68,-88.34,0.829262879,-0.291603647,-0.477620187,0.010502078,-0.241724411,-0.003590918
3,639379,569591,42.35,-88.18,0.408710927,-0.407637119,-0.850205321,0.173453148,-0.029045398,0.198400818
3,636164,687043,43.4,-88.1,0.119231691,-0.737767663,-1.424694975,0.305310315,-0.005835573,0.323612731
3,618166,855577,44.92,-88.15,-0.216738055,-0.882865135,-0.067203528,0.49918881,0.491319213,0.654518355
3,612080,1050081,46.67,-88.02,-0.848198481,-0.442485911,1.070771411,0.385636623,0.645203458,0.2357516
3,585859,1097898,47.12,-88.31,-0.888560899,-0.498851464,0.539041705,0.400099121,0.539249055,0.178155126
3,659582,761826,44.05,-87.73,0.136172841,-0.836883713,-1.761968631,0.040524425,-0.370888639,0.266175867
3,648221,782104,44.24,-87.85,-0.002814354,-0.943689759,-1.333914151,0.113773065,-0.202624319,0.368438293
3,615438,1055923,46.72,-87.97,-0.780715742,-0.241915056,0.270413468,0.272153606,0.324169621,-0.072044603
3,725606,490676,41.58,-87.22,0.714904819,-0.382798233,-0.600361594,-0.100003676,-0.365401346,0.040766992
3,735794,497246,41.63,-87.09,0.645242286,-0.689143408,-0.459765694,-0.137616607,-0.345752433,0.068556572
3,872462,-404164,33.5,-86.53,2.478487515,1.506471765,1.933806332,-1.650968622,-1.366682501,-0.433698872
3,781446,506172,41.67,-86.53,0.658206308,-0.158835916,-1.132686311,-0.252524653,-0.64265168,-0.279137288
3,712135,989011,46.04,-86.8,-0.391892488,-0.557070995,-0.711069448,0.067396582,-0.181715617,-0.002791796
3,929765,-597869,31.72,-86.13,2.828853379,1.950714045,1.916133509,-2.176041974,-1.75073343,-0.397558004
3,796309,441291,41.08,-86.43,0.824726618,-0.157657751,0.128178372,-0.298837242,-0.382421884,-0.112726228
3,735713,1002491,46.14,-86.48,-0.547024916,-0.534367739,-0.825496537,-0.061881931,-0.258930593,-0.167887824
3,935785,-112940,36.03,-85.5,1.94483632,1.187563578,2.368270096,-1.455454948,-1.056526542,-0.672978191
3,899080,43072,37.45,-85.72,1.586624354,1.153213481,2.105156959,-0.885812925,-0.519820073,-0.820633249
3,792633,847448,44.7,-85.96,-0.182294301,-0.655467651,-0.565414289,-0.216562435,-0.335080059,-0.069003854
3,795351,1041083,46.43,-85.66,-0.528542745,-0.6288684,-0.849446974,-0.083202862,-0.281136213,-0.19390031
3,1052475,-746572,30.27,-85.02,3.10876002,2.447178262,0.067623099,-2.667208879,-2.624634699,-0.243198593
3,982378,-260865,34.67,-85.17,1.970911319,1.662032505,1.66310889,-1.429392906,-1.195652516,-0.414660409
3,887782,507399,41.58,-85.25,0.684032031,-0.424594516,-0.518065925,-0.239954964,-0.416621837,-0.238696422
3,866862,597347,42.4,-85.38,0.562505902,-0.498769838,-0.065175158,-0.292378005,-0.386355811,-0.154626367
3,883808,720724,43.48,-85,0.220144329,-0.628296714,-0.438777811,-0.163572548,-0.352573773,-0.091184206
3,856381,874655,44.88,-85.12,-0.219465664,-0.827374279,-0.404308015,-0.169651346,-0.233982622,-0.034718004
3,835896,1012137,46.13,-85.18,-0.544159838,-0.609958028,-0.851917853,-0.079145836,-0.265093976,-0.26699428
3,1013911,-295481,34.33,-84.87,2.121418548,1.746160845,1.623835673,-1.586297418,-1.339911765,-0.46875117
3,931000,494395,41.42,-84.75,0.650370638,-0.346201419,-0.152302582,-0.262336314,-0.359743088,-0.236743596
3,894188,715194,43.42,-84.88,0.26957672,-0.871272008,-0.410007286,-0.089167939,-0.264465376,-0.024236977
3,880530,898763,45.07,-84.78,-0.323217588,-0.957691915,-0.277135694,-0.157043555,-0.162168593,0.052391189
3,858548,1038217,46.34,-84.85,-0.58576411,-0.539436363,-0.854930408,-0.042088613,-0.232552731,-0.288149262
3,836853,1209407,47.9,-84.87,-1.118049165,0.305824249,-0.14674248,0.445636765,0.375150933,-0.719122385
3,828390,1242827,48.21,-84.93,-1.444645934,-0.214490963,0.584831707,0.76867595,0.863613261,-0.526593238
3,1057657,-144793,35.62,-84.19,1.812628399,1.296021798,1.765806598,-1.285661273,-1.127812133,-0.530868732
3,909227,961597,45.6,-84.32,-0.431380025,-0.776133985,-0.346801965,0.22909379,0.116872559,-0.09555998
3,890519,1150267,47.31,-84.26,-1.014802814,0.825231468,0.065733065,0.341209224,0.391376224,-0.545053667
3,1024543,385258,40.35,-83.8,0.704760897,-0.064012815,0.511053694,-0.422735696,-0.403570628,-0.235835058
3,1009972,606858,42.33,-83.63,0.560736911,-0.588637687,-0.528496949,-0.277025083,-0.462791082,-0.394293693
3,1215988,-686869,30.62,-83.25,3.275311796,2.3740785,1.17862338,-2.969546149,-2.580856808,0.381971462
3,1213554,-675984,30.72,-83.26,3.115884816,1.854559128,2.052995174,-2.674575245,-2.115990272,0.2358421
3,1029807,698560,43.12,-83.24,0.225134552,-0.918303366,-1.374963234,-0.382296739,-0.710245113,-0.368472631
3,1106762,319382,39.67,-82.94,0.973058412,0.032536618,0.201550544,-0.672794715,-0.702328041,-0.17769978
3,1086928,571015,41.92,-82.76,0.609759473,-0.485967892,-1.376647431,-0.418339851,-0.744997681,-0.33666261
3,1352298,-790860,29.52,-82,3.40029548,2.192882782,0.916012753,-3.33687615,-2.985153732,1.209992888
3,1135516,400373,40.35,-82.47,0.780449524,0.034882028,-0.215483735,-0.693813171,-0.751747353,-0.265546831
3,1105803,693410,42.98,-82.32,0.333465279,-0.699083879,-1.670904469,-0.380072731,-0.800835096,-0.846902562
3,1432831,-995655,27.58,-81.5,3.738326666,1.722012959,1.348498147,-4.042720332,-3.577139821,1.703494635
3,1382353,-959765,27.97,-81.95,3.692565428,1.488977426,1.022735534,-3.879485985,-3.49506831,1.605331433
3,1368374,-813113,29.3,-81.87,3.459402055,1.8768604,0.758484877,-3.395337249,-3.096386471,1.051939886
3,1243825,-17562,36.52,-81.93,0.987093565,0.942677875,1.4372081,-1.709635474,-1.419296617,-0.554650017
3,1149134,726927,43.22,-81.73,0.176041034,-0.312781967,-2.032576904,-0.453712361,-0.922026127,-0.748054329
3,1110346,1101485,46.6,-81.5,-0.897092715,-0.751135251,0.382433846,0.778569678,0.905551548,-0.269095215
3,1077940,1177152,47.32,-81.77,-1.15628325,-0.759298087,0.427550503,1.028164433,1.148333393,-0.259454583
3,1447076,-1035845,27.2,-81.42,3.85453701,1.688544644,0.300798189,-4.037969109,-3.76974294,1.610690875
3,1215824,508626,41.2,-81.33,0.582189491,-0.073935864,-0.21210284,-0.701846916,-0.712209486,-0.61472764
3,1192661,699721,42.92,-81.25,0.131939717,-0.21043192,-1.688592292,-0.576190475,-0.963752004,-0.996611693
3,1148448,946726,45.17,-81.32,-0.352831859,-0.659665108,-1.045311383,0.166001491,-0.068311275,-0.470823944
3,1386592,-261536,34.17,-80.78,2.207062223,0.951439318,2.664185497,-1.671965976,-1.127918339,-0.021483094
3,1234575,740346,43.22,-80.66,-0.047720571,-0.150158841,-1.594177235,-0.319095995,-0.694209784,-0.798577467
3,1191726,905123,44.74,-80.86,-0.228115921,0.1805569,-1.884938376,-0.398948074,-0.842908084,-0.57519241
3,1167007,1136233,46.83,-80.7,-0.792569263,-0.730138925,-0.787008334,0.970314438,0.739172163,-0.340795046
3,1381438,126822,37.6,-80.13,1.006524721,0.442941514,1.446409101,-1.33304659,-1.039997313,-0.604523807
3,1357428,190982,38.2,-80.28,0.598262612,1.498507381,1.74105948,-1.358983773,-0.881143852,-0.680793362
3,1288276,559955,41.55,-80.37,0.471476075,0.130438643,1.079463236,-0.680177202,-0.409742645,-0.412522823
3,1254152,745823,43.24,-80.41,0.046848327,-0.37792349,-1.198410844,-0.356232939,-0.652520172,-0.735576678
3,1242912,818624,43.9,-80.4,-0.290065651,-0.417048622,-1.128330398,-0.209144191,-0.461334424,-0.607754638
3,1246109,872276,44.37,-80.25,-0.365146533,-0.323885416,-1.389932674,-0.233501004,-0.542742365,-0.753489383
3,1246033,949045,45.05,-80.09,-0.272967832,-0.578026432,-1.215316153,-0.001697724,-0.26333856,-0.536503648
3,1207712,1162044,47,-80.12,-0.848885068,-0.622965436,-0.38760021,0.918158114,0.822743937,-0.475682308
3,1414826,195084,38.15,-79.62,0.788292235,0.821743653,1.805076482,-1.357781496,-0.883381942,-0.715993877
3,1320510,802438,43.64,-79.48,-0.103575337,-0.81037452,-0.826709059,-0.244739454,-0.420037687,-0.484010379
3,1287510,856698,44.17,-79.77,-0.248256093,-0.60460567,-0.897255347,-0.14155405,-0.299597867,-0.478533891
3,1285443,993074,45.38,-79.5,-0.420743039,0.387259901,-0.480676076,0.183400219,0.160631022,-0.506256833
3,1228999,1191483,47.23,-79.78,-1.134727275,-0.713367586,0.125332486,1.16967499,1.217795356,-0.215404714
3,1471207,185737,37.98,-79,1.353672974,0.107136019,1.851483996,-1.342919801,-0.865698266,-0.71615655
3,1416874,357046,39.57,-79.27,0.63259189,0.928355514,1.334387056,-1.179921836,-0.885700334,-0.430669407
3,1347015,827545,43.82,-79.1,0.144473965,-0.684310265,-2.183429658,-0.297456762,-0.809595768,-0.719223794
3,1293923,999082,45.42,-79.38,-0.523602487,0.178022486,-0.074066154,0.237669761,0.342654588,-0.653365349
3,1295485,1070431,46.05,-79.2,-0.747596747,0.142944512,0.056669566,0.406445223,0.544639641,-0.459696096
3,1267199,1110475,46.45,-79.47,-0.703786044,-0.22642347,-0.387347706,0.666199251,0.663495011,0.034168938
3,1277319,1206720,47.29,-79.12,-1.024925486,-0.534323396,0.328557029,1.081065806,1.235152643,-0.175205895
3,1558995,-273932,33.8,-78.95,2.600273752,1.691688737,1.003633519,-2.02445597,-1.775320906,0.174303861
3,1473087,390045,39.77,-78.55,0.920155768,0.319035747,1.200868786,-0.896701419,-0.649020566,-0.596905864
3,1406835,693142,42.54,-78.67,0.0140665,0.540346368,-0.361597236,-0.606636638,-0.704541955,-0.711882077
3,1342929,917423,44.62,-78.95,-0.460177274,0.06553509,-0.240101684,0.136728882,0.200008285,-1.069703782
3,1309905,1112476,46.4,-78.92,-0.793538899,-0.377721584,0.49092416,0.65224498,0.89629784,-0.047759125
3,1421247,704910,42.62,-78.47,0.091396127,-0.342883662,-0.459627358,-0.567859532,-0.629081531,-0.347841082
3,1427283,812884,43.56,-78.15,0.329184312,-0.729758783,-1.319008046,-0.546310573,-0.808358429,-0.418067992
3,1419955,872809,44.1,-78.1,-0.230869693,-0.319979059,-0.859417989,-0.110307737,-0.223758384,-0.98449319
3,1552147,427974,39.97,-77.55,1.082707639,0.066934259,0.619470673,-0.763559908,-0.709060445,-0.652724815
3,1480110,636398,41.92,-77.92,-0.052600492,-0.123711871,0.118214856,-0.683343218,-0.621432132,-0.285041874
3,1473130,672643,42.25,-77.92,-0.150133795,-0.149992898,0.438499036,-0.678443835,-0.505847551,-0.223172593
3,1429846,897404,44.3,-77.92,-0.221911657,-0.218664902,-1.232423965,-0.113200589,-0.316025207,-1.257743964
3,1544881,521311,40.8,-77.42,0.685644352,0.415833003,-0.820928954,-0.624431045,-0.866841488,-0.475559887
3,1493783,930464,44.48,-77.05,-0.106126817,-0.249876647,-1.804930249,-0.058710053,-0.398266388,-1.284449489
3,1475564,968827,44.85,-77.18,-0.479401642,-0.332271695,-0.4527914,0.32449458,0.292685252,-1.198962657
3,1455247,1002214,45.18,-77.35,-0.644429362,-0.554127335,0.250035596,0.57522596,0.6891113,-0.8429084
3,1437592,1094996,46.03,-77.34,-0.603137785,-0.726780583,0.389185636,0.735098356,0.879827326,-0.614992098
3,1710327,25443,36.17,-76.68,2.035862995,1.265592483,0.601327008,-1.682030871,-1.578817966,0.053012967
3,1527043,826838,43.51,-76.9,0.404934186,0.034632071,-2.037288657,-0.509670133,-0.960349968,-1.073932575
3,1522344,929468,44.42,-76.7,-0.093402686,0.044720047,-1.827782333,-0.07429159,-0.439754813,-1.271834128
3,1515355,971240,44.8,-76.68,-0.435840001,-0.239207791,-0.605620023,0.398985945,0.29612269,-0.956573074
3,1721020,74563,36.58,-76.45,2.079215639,1.284546944,-0.633408031,-1.809046981,-1.996315478,0.037842107
3,1612618,634521,41.67,-76.35,0.187710975,0.051066697,-0.581425415,-0.634019368,-0.744868161,-0.202039215
3,1541694,1067661,45.6,-76.1,-0.693335173,0.032196096,-0.017156781,0.850745003,0.877750703,-1.040913417
3,1695870,516056,40.48,-75.67,0.781761909,1.028253028,0.595569403,-0.748401601,-0.640068205,-0.587051775
3,1591458,1055658,45.4,-75.51,-0.39819453,-0.271180022,-0.794787643,0.727295571,0.520239967,-0.799107081
3,1715381,583401,41.03,-75.27,0.647795572,1.063812225,0.08444674,-0.653339629,-0.722918126,-0.537844744
3,1795494,529171,40.4,-74.48,0.997242439,1.029301517,0.623229075,-0.872451293,-0.80703388,-0.513832428
3,1750801,585597,40.98,-74.85,0.665619369,1.342569852,0.99053828,-0.714264195,-0.56927824,-0.589126807
3,1751493,620196,41.28,-74.75,0.456110321,1.194001606,0.58771176,-0.646652365,-0.546858483,-0.569887999
3,1733172,756011,42.5,-74.6,-0.198891247,1.216314358,0.000582709,-0.529535552,-0.474219848,-0.547905251
3,1691525,909152,43.92,-74.68,-0.715276375,0.518927386,0.278231111,-0.039602578,0.116040182,-0.613423732
3,1654415,1144945,46.06,-74.47,-0.658203871,0.464954277,-0.231739865,0.67916286,0.674806346,-0.840240664
3,1800098,527933,40.38,-74.43,1.044947113,1.029432971,-0.753264385,-0.968831607,-1.272875264,-0.592014127
3,1797056,626101,41.24,-74.2,0.604253862,1.530224931,0.141920289,-0.688253738,-0.658514317,-0.647737097
3,1740200,950212,44.18,-73.97,-0.604328843,0.084089803,0.568814748,-0.016165499,0.198401384,-0.382693573
3,1664722,1134795,45.95,-74.37,-0.745960454,0.822310818,-0.323008198,0.676983403,0.677381186,-1.119612154
3,1656951,1158057,46.17,-74.4,-1.044850914,0.625410128,0.338364708,0.688271092,0.883876957,-0.730899098
3,1812459,786108,42.6,-73.57,0.29753852,0.264401911,0.518370494,-0.12586993,0.042476782,-0.559741991
3,1702257,1144733,45.96,-73.87,-0.581130471,0.328471428,-0.53058532,0.793362788,0.753051431,-0.852728848
3,1723363,1186293,46.28,-73.48,-1.048840436,0.469182363,0.965836996,0.706955337,1.096675991,-0.788766424
3,1856103,706925,41.82,-73.28,0.423762667,1.328799011,-0.008445789,-0.629746037,-0.559833707,-0.870665682
3,1834920,780040,42.5,-73.32,0.145319701,1.285264865,0.701817176,-0.431713208,-0.16712054,-0.865774966
3,1852330,801564,42.65,-73.05,0.012274383,0.799302189,0.814320063,-0.271377721,0.011225547,-0.792961898
3,1755554,1109563,45.54,-73.31,-0.448586714,0.559569529,-0.931293468,0.463837403,0.301464058,-0.701566625
3,1743013,1154522,45.96,-73.33,-0.573465627,0.583730875,-0.66533528,0.718852079,0.621995361,-0.922630465
3,1751045,1235274,46.65,-72.98,-1.180191759,0.24687547,0.992204144,0.966043452,1.332568283,-0.449640694
3,1867935,796211,42.57,-72.88,0.347741766,1.046315345,0.969320392,-0.476293016,-0.148132175,-1.004661737
3,1815786,1103858,45.36,-72.58,-0.62740694,1.505562757,-0.498474734,0.383206276,0.33704123,-0.694967335
3,1757742,1252909,46.79,-72.84,-1.137927036,0.632434622,0.386406419,0.912759883,1.094923166,-0.459455875
3,1961438,681369,41.37,-72.12,0.636788684,1.420299377,-1.447307054,-1.143446701,-1.455259325,-1.031162537
3,1922332,804152,42.52,-72.21,0.309156119,1.088088365,0.225479314,-0.636049933,-0.493183173,-1.107801559
3,1875795,1005402,44.37,-72.15,-0.694834169,0.713467479,1.132544205,0.027730225,0.4722091,-0.63017736
3,2010798,669900,41.16,-71.58,0.659957738,0.885037446,-2.726198733,-1.384415074,-2.000544708,-0.931869117
3,1909957,975078,44.03,-71.83,-0.474495328,0.698380263,0.860643409,-0.214625075,0.138836409,-0.770941961
3,1914871,987880,44.13,-71.73,-1.075678667,1.803052166,-0.011819184,-0.217447584,-0.085988043,-0.863375503
3,1842379,1201195,46.15,-71.94,-0.881463457,1.315303474,-0.534964567,0.593034436,0.519437812,-0.674005335
3,1831468,1283090,46.89,-71.81,-1.057662565,1.504288541,-0.503773164,0.716426421,0.656026075,-0.58705113
3,2005131,740171,41.78,-71.43,0.594171654,1.099801645,-0.858761311,-0.9973111,-1.170926455,-1.084014873
3,1902481,1161864,45.67,-71.32,-0.929653938,1.288878243,-0.669365354,0.407312785,0.307129224,-0.491395196
3,1854961,1310992,47.08,-71.42,-1.02758906,1.473110422,-1.009354893,0.65315123,0.451821929,-0.542247871
3,1868992,1335325,47.26,-71.16,-1.538226164,2.312712744,-0.023533565,0.486698257,0.59266878,-0.685514043
3,2053837,771769,41.94,-70.76,0.617139678,1.188321932,-1.080422024,-1.094360845,-1.333069702,-1.082820999
3,1953584,1164119,45.57,-70.68,-0.961987678,1.048058186,-0.232249874,0.132451448,0.141031326,-0.692047824
3,1956470,1168364,45.6,-70.63,-0.892711619,0.28881174,-0.339278495,0.343148343,0.338932209,-0.241282741
3,1938792,1241789,46.28,-70.6,-0.984142091,0.678109427,-0.728473933,0.549961138,0.438529814,-0.254626636
3,1895415,1304625,46.93,-70.93,-1.000375718,0.987252991,-1.160230981,0.620267687,0.368561864,-0.367884494
3,1897855,1368311,47.48,-70.68,-1.352952198,1.85326114,-0.819891435,0.574119232,0.43750834,-0.808301773
3,2117299,712625,41.28,-70.21,0.801852003,1.501931602,-1.252353496,-1.23540069,-1.532021848,-1.064842327
3,2114455,787359,41.93,-70,0.639109895,1.445109158,-1.186308123,-1.088186497,-1.302304164,-1.106865021
