lon,lat,count,fagus,tsuga,bio1.0,bio12.0,bio2.0,bio4.0,bio7.0,bio15.0,albx,alby
-94.7,45.8,37,0,0,-1.180288008,-1.231746347,0.273908979,1.622018711,1.689878006,1.440118044,97137,932446
-94.7,46.3,82,0,0,-1.291414577,-1.284237426,0.606961878,1.674342818,1.824803742,1.588581141,96410,987795
-94.7,46.8,115,0,0,-1.386200705,-1.370448221,0.843736506,1.747719583,1.955001575,1.778645162,95683,1043063
-94.7,47.3,126,0,0,-1.458117321,-1.426688739,0.788853784,1.786513015,1.947214833,1.872008956,94958,1098245
-94.7,47.8,133,0,0,-1.517868046,-1.413961584,0.556298478,1.817990032,1.95082558,1.713143631,94234,1153332
-94.2,35.8,75,0,0,0.831629689,0.495636098,0.524484396,-0.525123582,-0.356234431,-0.380440875,156629,-182427
-94.2,36.3,50,0,0,0.763116076,0.615328647,0.480548392,-0.499316257,-0.334995133,-0.294764214,155600,-126571
-94.2,36.8,47,0,0,0.654282675,0.50148187,0.944615039,-0.357832671,-0.061436204,-0.294176932,154571,-70698
-94.2,37.3,28,0,0,0.537002945,0.457805284,0.538459889,-0.118923994,0.048380206,-0.065151426,153542,-14811
-94.2,37.8,34,0,0,0.51152971,0.368696734,0.331753152,0.182146816,0.229355268,0.076076703,152512,41086
-94.2,38.3,28,0,0,0.495171374,0.147074246,0.463337886,0.278639525,0.351612958,0.248994742,151483,96988
-94.2,38.8,27,0,0,0.421759107,0.023577012,0.452317026,0.25145288,0.374989859,0.500477945,150453,152892
-94.2,39.3,21,0,0,0.289258746,-0.12434247,-0.365099752,0.427647806,0.356494262,0.654065057,149424,208792
-94.2,39.8,13,0,0,0.09728863,-0.289630162,-0.436985891,0.616685103,0.482556117,0.757685755,148394,264684
-94.2,40.3,23,0,0,-0.076956134,-0.449528781,-0.138121348,0.789323522,0.718613628,1.035913011,147365,320565
-94.2,40.8,12,0,0,-0.245447476,-0.586626325,-0.086986674,0.849911613,0.783538718,1.312210468,146336,376429
-94.2,41.3,16,0,0,-0.324951567,-0.724680138,-0.157027764,0.90789348,0.820190598,1.362540522,145308,432271
-94.2,41.8,12,0,0,-0.347326506,-0.746875956,-0.226912047,1.022868962,0.867963179,1.301867035,144280,488088
-94.2,42.3,2,0,0,-0.459009063,-0.735653306,-0.154388451,1.080671295,0.942747585,1.38598719,143252,543873
-94.2,42.8,4,0,0,-0.602163607,-0.855935818,-0.187518354,1.198843674,1.083517547,1.563195579,142226,599622
-94.2,43.3,2,0,0,-0.755145341,-1.035338862,-0.397525725,1.327392139,1.171503566,1.567572347,141200,655330
-94.2,43.8,10,0,0,-0.858973293,-1.094194036,-0.453708076,1.409542744,1.236631245,1.610927793,140175,710991
-94.2,44.3,8,0,0,-0.816708506,-1.22511705,-0.116443526,1.447972226,1.318344519,1.624641828,139150,766600
-94.2,44.8,6,0,0,-0.842519983,-1.250728251,0.004012969,1.547968287,1.446033753,1.75141988,138127,822152
-94.2,45.3,42,0,0,-1.027883988,-1.250120839,-0.012105847,1.569083864,1.526322236,1.689632844,137105,877641
-94.2,45.8,41,0,0,-1.260825006,-1.240060305,0.151830717,1.606924301,1.692580856,1.601139471,136085,933060
-94.2,46.3,93,0,0,-1.347431934,-1.293014528,0.620349342,1.668290192,1.862628635,1.651268735,135065,988405
-94.2,46.8,131,0,0,-1.316525791,-1.313414902,1.079376835,1.689890673,1.953043218,1.620897159,134048,1043669
-94.2,47.3,120,0,0,-1.372262212,-1.434034548,0.711406935,1.708438535,1.870301994,1.804757561,133031,1098845
-94.2,47.8,161,0,0,-1.54706886,-1.352521265,0.35235633,1.759114293,1.846261469,1.582450738,132017,1153928
-93.7,35.3,54,0,0,1.174126277,0.604256485,0.762408664,-0.646877962,-0.388871219,-0.809219494,202774,-237312
-93.7,35.8,85,9,0,0.846314129,0.63885708,0.584406272,-0.613777546,-0.41300095,-0.595402351,201452,-181484
-93.7,36.3,71,0,0,0.82308459,0.579871967,0.362922106,-0.597599966,-0.441444235,-0.533189331,200128,-125634
-93.7,36.8,52,0,0,0.701903259,0.495455538,0.460442055,-0.440967187,-0.237077265,-0.42744459,198805,-69767
-93.7,37.3,38,0,0,0.550452819,0.424093833,0.329420636,-0.171309934,-0.040779661,-0.234034927,197481,-13886
-93.7,37.8,58,0,0,0.510700691,0.338178671,0.279444123,0.083731847,0.134447885,-0.09319684,196157,42005
-93.7,38.3,36,0,0,0.499733883,0.208553462,0.476651207,0.212779861,0.28970669,0.136425599,194833,97901
-93.7,38.8,20,0,0,0.382305813,0.014429246,0.524749436,0.270011048,0.40953665,0.246349424,193509,153798
-93.7,39.3,9,0,0,0.274906696,-0.164217514,-0.21313512,0.523412073,0.447062245,0.455845654,192185,209692
-93.7,39.8,24,0,0,0.105782287,-0.299162582,-0.204853284,0.690040173,0.587046863,0.607688449,190861,265578
-93.7,40.3,28,0,0,-0.106600041,-0.494476491,-0.291285048,0.772891014,0.67161722,0.867996183,189537,321453
-93.7,40.8,29,0,0,-0.204803118,-0.62839621,-0.210065438,0.78931864,0.707767213,1.088274921,188214,377311
-93.7,41.3,20,0,0,-0.248676336,-0.71398513,-0.226258397,0.865863013,0.737060871,1.039850926,186891,433147
-93.7,41.8,19,0,0,-0.301729822,-0.718299425,-0.726938808,1.018755411,0.720402745,1.021187263,185569,488957
-93.7,42.3,14,0,0,-0.456874192,-0.765394312,-0.270872766,1.08810324,0.928970721,1.22825627,184247,544736
-93.7,42.8,2,0,0,-0.601528553,-0.822965693,-0.278460047,1.201693979,1.076232691,1.366944801,182927,600479
-93.7,43.8,6,0,0,-0.875155475,-1.080412448,-0.777534882,1.423655413,1.164542185,1.496387917,180289,711836
-93.7,44.3,20,0,0,-0.821967317,-1.172739337,-0.368830754,1.43611919,1.243560112,1.599400035,178972,767439
-93.7,44.8,22,1,0,-0.797154996,-1.177108878,-0.216445128,1.512584373,1.368837457,1.767614608,177656,822984
-93.7,45.3,47,0,0,-1.014305472,-1.231600282,-0.253969058,1.515371217,1.415663791,1.830823589,176341,878467
-93.7,45.8,77,0,0,-1.224224653,-1.286095999,-0.056728738,1.56082476,1.602110416,1.823395043,175029,933880
-93.7,46.3,89,0,0,-1.312471751,-1.283362633,0.474003371,1.586887012,1.736574283,1.742406761,173718,989219
-93.7,46.8,148,0,0,-1.331372453,-1.259694154,0.895739589,1.607818716,1.820157541,1.680680294,172409,1044476
-93.7,47.3,132,0,0,-1.46772094,-1.2918746,0.694428232,1.641534212,1.808720034,1.687648023,171102,1099647
-93.7,47.8,175,0,0,-1.602324425,-1.297996713,0.324472669,1.693421688,1.78263945,1.436522914,169797,1154724
-93.2,34.8,87,0,0,1.183397531,1.117557388,0.562553745,-0.796293042,-0.580400903,-0.899634621,249502,-291919
-93.2,35.3,68,3,0,1.201215986,0.772469421,0.754283635,-0.69607948,-0.439631775,-0.803052427,247886,-236124
-93.2,35.8,95,19,0,0.840275811,0.705631136,0.675497102,-0.70046423,-0.468908759,-0.716749879,246269,-180304
-93.2,36.3,66,0,0,0.817865236,0.560491821,0.517666667,-0.583020292,-0.398608816,-0.610832304,244651,-124462
-93.2,36.8,75,0,0,0.746201855,0.402293472,0.301709975,-0.412901315,-0.267714011,-0.457933534,243034,-68602
-93.2,37.3,35,0,0,0.551248126,0.276635901,0.097146562,-0.202823291,-0.12669394,-0.332419568,241415,-12729
-93.2,37.8,53,0,0,0.5510068,0.109414965,0.242648838,-0.003512423,0.018495456,-0.168274367,239797,43154
-93.2,38.3,63,0,0,0.499502357,-0.017063479,0.312962638,0.143691841,0.160430927,-0.015416198,238178,99042
-93.2,38.8,23,0,0,0.370015268,-0.030512827,0.317091625,0.277296546,0.315560508,0.20660131,236559,154931
-93.2,39.3,19,0,0,0.248062337,-0.067366688,0.169065937,0.489197028,0.454298747,0.353278379,234940,210818
-93.2,39.8,16,0,0,0.134231244,-0.160400881,-0.250659051,0.615665936,0.511785581,0.446974973,233322,266696
-93.2,40.3,14,0,0,-0.038234881,-0.362073832,-0.450530162,0.697055556,0.560448551,0.701953022,231704,322563
-93.2,40.8,17,0,0,-0.142964927,-0.455716403,-0.461055032,0.724667983,0.558562726,0.89574729,230086,378413
-93.2,41.3,14,0,0,-0.192198031,-0.527703531,-0.407711413,0.809379252,0.634706894,0.839268197,228469,434242
-93.2,41.8,9,0,0,-0.324273006,-0.723272492,-0.477537745,0.959860146,0.767552553,0.972981363,226853,490044
-93.2,42.3,5,0,0,-0.473825998,-0.791190878,-0.207178129,1.061592967,0.968042826,1.217961648,225237,545815
-93.2,42.8,1,0,0,-0.608508587,-0.817402147,-0.417988288,1.174517098,1.046129512,1.239596773,223623,601551
-93.2,43.3,6,0,0,-0.770908068,-0.938160042,-0.928795583,1.316360837,1.075293946,1.367939208,222010,657244
-93.2,43.8,7,0,0,-0.895304454,-0.960681564,-1.01780104,1.409374058,1.146410914,1.407544661,220398,712892
-93.2,44.3,23,0,0,-0.839959799,-1.060244398,-0.610785152,1.439128959,1.245899469,1.456791561,218788,768487
-93.2,44.8,17,0,0,-0.83746294,-1.126104518,-0.863007903,1.411245333,1.151356413,1.316350282,217179,824025
-93.2,45.3,55,0,0,-1.029118484,-1.176767027,-0.732614568,1.422106865,1.267819066,1.544340002,215572,879500
-93.2,45.8,84,0,0,-1.1495738,-1.230065706,-0.246132931,1.463196812,1.424826135,1.680205055,213967,934905
-93.2,46.3,168,0,0,-1.342847812,-1.231498661,0.15696958,1.456650061,1.501229584,1.714151572,212365,990236
-93.2,46.8,143,0,0,-1.445599324,-1.284016308,0.658989675,1.496174646,1.67015187,1.737868252,210765,1045486
-93.2,47.3,150,0,0,-1.555821699,-1.292665603,0.667388265,1.538989421,1.715480048,1.545759284,209167,1100649
-93.2,47.8,175,0,0,-1.643239822,-1.247906806,0.172052955,1.610174896,1.682949139,1.386691173,207572,1155718
-92.7,34.8,80,0,0,1.237054561,0.971213086,0.435635747,-0.765511923,-0.610108075,-0.806252579,294901,-290485
-92.7,35.3,71,0,0,1.20240318,0.713431487,0.846334061,-0.698944972,-0.451263534,-0.821030465,292990,-234699
-92.7,35.8,74,0,0,0.887225616,0.639044646,0.752802484,-0.672680405,-0.465379714,-0.7649986,291079,-178888
-92.7,36.3,69,0,0,0.885435057,0.555780835,0.717017074,-0.507786354,-0.31025847,-0.712248201,289168,-123055
-92.7,36.8,109,0,0,0.761719333,0.400863997,0.416050967,-0.419363994,-0.267082902,-0.536946202,287255,-67205
-92.7,37.3,50,0,0,0.576925185,0.206458926,0.284151766,-0.278083807,-0.177761297,-0.374892096,285343,-11341
-92.7,37.8,84,0,0,0.576905316,-0.082143419,0.289670718,-0.071050267,-0.054046303,-0.307183322,283429,44533
-92.7,38.3,59,1,0,0.517641246,-0.107379622,-0.002549095,0.097644913,0.01904653,-0.073528675,281516,100412
-92.7,38.8,34,0,0,0.349244946,-0.057169252,-0.122781457,0.232771588,0.167392308,0.144624245,279603,156292
-92.7,39.3,21,0,0,0.275072929,-0.084367939,-0.181701979,0.400721513,0.316548441,0.246756993,277689,212169
-92.7,39.8,26,0,0,0.164365718,-0.196260586,-0.453625411,0.517568271,0.38052645,0.405197443,275776,268038
-92.7,40.3,35,0,0,0.026123846,-0.325533525,-0.463504301,0.619860305,0.466319009,0.66079916,273864,323895
-92.7,40.8,33,0,0,-0.027845794,-0.394562127,-0.688339381,0.683147372,0.459430993,0.769057985,271952,379736
-92.7,41.3,22,0,0,-0.121791051,-0.500909531,-0.64485846,0.791652581,0.574897377,0.835335607,270041,435555
-92.7,41.8,14,0,0,-0.400039781,-0.682126502,-0.187899295,0.919161268,0.815099202,1.00423597,268130,491348
-92.7,42.3,2,0,0,-0.550599826,-0.725612916,-0.130633777,1.06330315,0.99360485,1.143321864,266221,547110
-92.7,42.8,8,0,0,-0.591086,-0.734474055,-0.446484692,1.159301733,1.034740359,1.202486878,264313,602836
-92.7,43.3,10,0,0,-0.731757465,-0.769957482,-0.767903987,1.247446927,1.064754332,1.214923181,262406,658521
-92.7,43.8,9,0,0,-0.917198652,-0.831444468,-0.821661784,1.287395125,1.104393353,1.231992952,260501,714159
-92.7,44.3,33,0,0,-0.91310113,-1.025420889,-0.338241307,1.311203711,1.219673821,1.310176393,258598,769745
-92.7,44.8,40,0,0,-0.867724197,-1.089429824,-0.468443746,1.306356295,1.189400568,1.287298148,256696,825274
-92.7,45.3,72,0,0,-0.962530015,-1.140990281,-0.462767986,1.362622554,1.268159215,1.448212191,254797,880739
-92.7,45.8,116,0,0,-1.100601865,-1.190372861,-0.194849118,1.396128142,1.360232857,1.594507205,252900,936136
-92.7,46.3,134,0,0,-1.271328846,-1.208756022,-0.064456635,1.397867614,1.392351918,1.616955916,251006,991457
-92.7,46.8,151,0,0,-1.451873084,-1.226255653,0.093762411,1.406324151,1.465152957,1.469786525,249115,1046698
-92.7,47.3,134,0,0,-1.574755974,-1.225398265,-0.015878608,1.413029282,1.431366499,1.346235304,247226,1101852
-92.7,47.8,155,0,0,-1.669957532,-1.216400539,-0.181644028,1.462443963,1.44333007,1.261794774,245341,1156912
-92.2,34.3,59,0,0,1.322322097,0.975365955,-0.061246336,-0.804237555,-0.802544405,-0.620733889,342494,-344557
-92.2,34.8,53,0,0,1.317656947,0.830223496,-0.145477678,-0.668100934,-0.705038802,-0.729893827,340291,-288811
-92.2,35.3,73,0,0,1.166657401,0.605980694,0.637832556,-0.664783624,-0.539313749,-0.837991521,338087,-233036
-92.2,35.8,92,0,0,0.959280675,0.635265563,0.686419105,-0.643564991,-0.474955573,-0.811917839,335882,-177235
-92.2,36.3,63,0,0,0.91278596,0.54971098,0.713814446,-0.515038223,-0.334056389,-0.775769737,333676,-121413
-92.2,36.8,101,0,0,0.765496259,0.429847933,0.731339419,-0.377983321,-0.197802571,-0.693600291,331469,-65574
-92.2,37.3,86,0,0,0.578992655,0.284652833,0.581477205,-0.282498932,-0.150741968,-0.548051637,329262,-9721
-92.2,37.8,104,0,0,0.57307307,0.016968533,0.005344983,-0.120076048,-0.164041124,-0.302464769,327054,46142
-92.2,38.3,66,0,0,0.49846368,-0.101047238,-0.445574525,0.039098953,-0.121197367,-0.063836754,324846,102010
-92.2,38.8,58,0,0,0.402486566,-0.135042599,-0.800719423,0.168852085,-0.01813975,0.055310409,322639,157879
-92.2,39.3,31,0,0,0.280628544,-0.170509385,-0.486249951,0.33381936,0.240743587,0.172607425,320431,213745
-92.2,39.8,20,0,0,0.192149933,-0.274734855,-0.283532437,0.48429049,0.372723033,0.349456057,318223,269603
-92.2,40.3,24,0,0,0.066991801,-0.413431967,-0.349453063,0.575339686,0.429465375,0.560083142,316016,325450
-92.2,40.8,21,0,0,-0.028348276,-0.456321277,-0.508111,0.701468511,0.514852757,0.641973091,313810,381280
-92.2,41.3,6,0,0,-0.141953926,-0.566617028,-0.501789261,0.811383957,0.63054674,0.73909775,311605,437088
-92.2,41.8,13,0,0,-0.324623125,-0.546708858,-0.496022314,0.898177494,0.677841612,0.889709627,309400,492870
-92.2,42.3,15,0,0,-0.513431666,-0.533759327,-0.3095131,1.03317562,0.876251807,0.955433026,307197,548622
-92.2,42.8,5,0,0,-0.609339651,-0.543912297,-0.348650275,1.106760667,1.012999174,1.092932794,304995,604337
-92.2,43.3,10,0,0,-0.73111449,-0.631361586,-0.641358408,1.149734906,0.998995544,1.177285021,302795,660011
-92.2,43.8,32,0,0,-0.87668484,-0.950238688,-0.846549905,1.217935562,0.965662617,1.332386597,300597,715638
-92.2,44.3,75,0,0,-0.905191072,-1.091848356,-0.668025956,1.255018269,1.037719163,1.410920587,298401,771213
-92.2,44.8,73,0,0,-0.940509372,-1.125024327,-0.320104442,1.285627448,1.202141146,1.375980772,296207,826731
-92.2,45.3,94,0,0,-1.05912652,-1.151736267,-0.157747887,1.312346002,1.296222334,1.494278185,294015,882185
-92.2,45.8,142,0,0,-1.176056042,-1.140667519,0.152145185,1.310940105,1.380663468,1.597525482,291826,937571
-92.2,46.3,170,0,0,-1.33939729,-1.157726329,-0.06694681,1.284247586,1.303086172,1.515443396,289641,992882
-92.2,46.8,123,0,0,-1.506238426,-1.143654275,-0.761325731,1.215803393,1.022145679,1.112457078,287458,1048112
-92.2,47.3,169,0,0,-1.702232907,-1.138504511,-0.735659536,1.171555602,0.989484713,1.017025707,285279,1103255
-92.2,47.8,146,0,0,-1.7656894,-1.132353539,-0.288960202,1.315642158,1.303580555,1.054643233,283103,1158305
-92.2,48.3,60,0,0,-1.87958983,-1.126679321,0.008158149,1.545077302,1.634333689,0.982965816,280932,1213254
-91.7,33.8,57,0,0,1.344884971,1.030776618,-0.052575037,-0.893154039,-0.896172061,-0.418492262,390664,-398332
-91.7,34.3,27,0,0,1.292986916,1.026070752,-0.148208179,-0.763520235,-0.802609017,-0.595673473,388169,-342631
-91.7,34.8,31,0,0,1.240277563,0.903258925,-0.02303552,-0.634780304,-0.668338568,-0.768383844,385672,-286898
-91.7,35.3,58,0,0,1.151068804,0.67866246,0.286824315,-0.601984173,-0.578377517,-0.791573979,383174,-231135
-91.7,35.8,68,0,0,1.01607163,0.687082283,0.49930567,-0.589597417,-0.493021816,-0.792655191,380675,-175347
-91.7,36.3,70,0,0,0.885763448,0.555301139,0.638726531,-0.506635384,-0.366611474,-0.869445309,378175,-119537
-91.7,36.8,75,0,0,0.712229059,0.388491897,0.774572346,-0.408050102,-0.226497634,-0.855584898,375674,-63710
-91.7,37.3,71,0,0,0.531724253,0.200661214,0.521497379,-0.290588807,-0.178409081,-0.612990958,373172,-7870
-91.7,37.8,83,0,0,0.472543277,-0.007810297,-0.061369908,-0.128620453,-0.199971854,-0.351069364,370670,47980
-91.7,38.3,58,0,0,0.466528645,-0.142271178,-0.424069702,0.024527415,-0.111961657,-0.191693079,368168,103836
-91.7,38.8,44,0,0,0.401863291,-0.198835671,-0.416035008,0.197402319,0.107000036,-0.028643013,365666,159693
-91.7,39.3,31,0,0,0.256793553,-0.195607698,0.075162793,0.386823634,0.408209402,0.133526908,363163,215546
-91.7,39.8,28,0,0,0.221746334,-0.305489711,0.056148146,0.477693839,0.431658835,0.230714244,360662,271392
-91.7,40.3,37,0,0,0.119578376,-0.425827244,-0.007844766,0.553247792,0.467776314,0.387229777,358160,327227
-91.7,40.8,36,0,0,-0.053465349,-0.485484021,-0.284458796,0.685568639,0.544785861,0.481903251,355660,383044
-91.7,41.3,11,0,0,-0.085625945,-0.599700563,-0.387058806,0.809617907,0.618413094,0.629728037,353160,438840
-91.7,41.8,18,0,0,-0.252000209,-0.528788438,-0.559344532,0.882010219,0.622435689,0.720617572,350662,494610
-91.7,42.3,7,0,0,-0.462319002,-0.51783492,-0.43693561,0.955543195,0.770531357,0.833656296,348165,550349
-91.7,42.8,18,0,0,-0.620413233,-0.493231484,-0.077703483,0.997357245,0.962903076,0.970714106,345669,606051
-91.7,43.3,34,0,0,-0.706470211,-0.746773482,-0.366630332,1.065748282,0.956921291,1.119515328,343176,661713
-91.7,43.8,67,0,0,-0.802558185,-1.021855467,-0.796027973,1.141677575,0.88892819,1.321402856,340684,717328
-91.7,44.3,97,0,0,-0.882333404,-1.121069894,-0.732986986,1.226190326,0.995328938,1.372780787,338195,772891
-91.7,44.8,66,0,0,-0.933994159,-1.125811468,-0.34954425,1.26577566,1.181289517,1.456919134,335709,828396
-91.7,45.3,68,0,0,-1.097028668,-1.144962119,-0.056182468,1.276549323,1.298634223,1.4668672,333225,883839
-91.7,45.8,149,0,0,-1.247531374,-1.159205458,0.39686332,1.274572822,1.402679773,1.576335422,330744,939212
-91.7,46.3,171,0,5,-1.37342941,-1.110272412,-0.050415521,1.099238683,1.138001399,1.388157047,328267,994511
-91.7,46.8,63,0,0,-1.57445922,-1.100470186,-0.802838033,0.878659823,0.714703583,1.129115951,325793,1049728
-91.7,47.3,189,0,0,-1.769246766,-1.086595736,-0.817689604,0.879073673,0.727816824,1.002006873,323324,1104859
-91.7,47.8,145,0,0,-1.83170416,-1.089384527,-0.257054933,1.148070828,1.177194391,1.037517996,320858,1159896
-91.7,48.3,16,0,0,-1.945861817,-1.076934274,0.17671202,1.465418477,1.59984359,0.922699898,318397,1214833
-91.2,33.8,47,0,0,1.357414788,1.299359269,-0.131370092,-0.847669579,-0.845339391,-0.414405031,436622,-396152
-91.2,34.3,38,0,0,1.271915809,1.30423797,-0.221723755,-0.710530605,-0.751574174,-0.608865565,433833,-340465
-91.2,34.8,35,0,0,1.165027216,1.040638672,-0.043556033,-0.620008621,-0.622362607,-0.682428518,431043,-284745
-91.2,35.3,34,0,0,1.125856744,0.847597634,0.093009904,-0.595606108,-0.584577731,-0.759248421,428251,-228997
-91.2,35.8,27,0,0,1.069689126,0.746971991,0.276523579,-0.558418719,-0.543935772,-0.733579812,425457,-173222
-91.2,36.3,69,0,0,0.940063554,0.668519237,0.60948529,-0.497903309,-0.386256741,-0.811233047,422663,-117427
-91.2,36.8,144,0,0,0.726226929,0.411930499,0.71716536,-0.36375946,-0.229904959,-0.831349216,419868,-61614
-91.2,37.3,131,0,0,0.524912312,0.158638814,0.571052045,-0.256774052,-0.159435774,-0.702840935,417072,-5787
-91.2,37.8,113,0,0,0.386836517,-0.003066926,0.151375634,-0.144809966,-0.148807788,-0.497197978,414276,50049
-91.2,38.3,62,0,0,0.403469764,-0.161074611,-0.267555089,0.028287322,-0.050962452,-0.358964607,411479,105891
-91.2,38.8,56,0,0,0.34469241,-0.337602582,-0.308834736,0.231476883,0.124063339,-0.229464692,408682,161733
-91.2,39.3,33,0,0,0.189265288,-0.399293663,0.278054159,0.398701078,0.425701227,-0.049388562,405886,217573
-91.2,39.8,21,0,0,0.177857189,-0.327526776,0.2572277,0.523420752,0.520729496,0.104464125,403090,273405
-91.2,40.3,20,0,0,0.047434343,-0.383762444,0.334003855,0.588379491,0.584707505,0.307590446,400294,329225
-91.2,40.8,25,0,0,-0.118243581,-0.377258214,0.087044391,0.679725379,0.632747703,0.412383267,397500,385029
-91.2,41.3,17,0,0,-0.145036473,-0.507307828,-0.410839046,0.76579861,0.566859692,0.618782457,394706,440811
-91.2,41.8,9,0,0,-0.302996133,-0.569764243,-0.655390999,0.798741188,0.563970093,0.71462051,391914,496567
-91.2,42.3,4,0,0,-0.504631295,-0.553700622,-0.681976735,0.833387441,0.654659796,0.73657113,389123,552292
-91.2,42.8,48,0,0,-0.570372985,-0.743969869,-0.342477674,0.921742,0.812443873,0.931427031,386334,607981
-91.2,43.3,82,0,0,-0.625974835,-1.016847119,-0.230023488,0.983757143,0.886912308,1.175537598,383547,663628
-91.2,43.8,115,0,0,-0.740498511,-0.980353277,-0.658949002,1.125600339,0.930986603,1.243612341,380762,719229
-91.2,44.3,98,0,0,-0.8793044,-1.050894806,-0.674488311,1.202487508,1.000582072,1.291904991,377980,774778
-91.2,44.8,82,0,2,-0.997139977,-1.129876595,-0.397922858,1.23721512,1.147147903,1.334159757,375201,830270
-91.2,45.3,139,0,7,-1.14754385,-1.143485056,-0.075642824,1.257152607,1.257717143,1.357450008,372425,885698
-91.2,45.8,156,0,8,-1.30812302,-1.059805306,0.228483301,1.145236795,1.265706474,1.357173784,369653,941058
-91.2,46.3,178,0,7,-1.389676891,-1.039801714,0.228276212,0.993480722,1.12674147,1.272936262,366884,996343
-91.2,46.8,86,0,0,-1.558753793,-1.029808688,-0.125122495,0.82109018,0.851968676,1.125211981,364120,1051547
-91.2,47.3,107,0,0,-1.635753205,-1.068267889,-0.324778848,0.83594485,0.845703434,1.077493745,361359,1106663
-91.2,47.8,136,0,0,-1.907799301,-1.053016358,0.00058706,1.085087504,1.178934319,0.935997932,358604,1161687
-91.2,48.3,3,0,0,-1.981906177,-1.066965322,0.350552189,1.397096324,1.571440322,0.916253557,355853,1216610
-90.7,33.3,10,0,0,1.448206379,1.482648925,0.370907372,-1.003926746,-0.893080291,-0.332407587,485648,-449365
-90.7,33.8,13,0,0,1.332121624,1.517538325,-0.02117428,-0.837904235,-0.826875891,-0.505266388,482567,-393730
-90.7,34.3,24,0,0,1.271063094,1.341138587,-0.485199168,-0.706489194,-0.816223727,-0.548222474,479485,-338058
-90.7,34.8,23,3,0,1.202822482,1.094415676,-0.338415159,-0.662057529,-0.738760231,-0.594048187,476401,-282354
-90.7,35.3,17,2,0,1.140535365,0.917195874,-0.342866284,-0.64111335,-0.684633201,-0.646129658,473315,-226621
-90.7,35.8,19,0,0,1.070233166,0.697820365,-0.027098034,-0.565254026,-0.577916482,-0.493943413,470228,-170862
-90.7,36.3,21,0,0,0.969893334,0.700587956,0.245850614,-0.447430409,-0.414352375,-0.609284339,467140,-115082
-90.7,36.8,134,0,0,0.764358609,0.481139773,0.639727885,-0.308087127,-0.17698429,-0.725965896,464050,-59284
-90.7,37.3,105,0,0,0.499075038,0.261808011,0.814785018,-0.259621644,-0.084732237,-0.774157763,460960,-3473
-90.7,37.8,94,0,0,0.326569364,0.040529754,0.385552707,-0.172364899,-0.073116318,-0.556136133,457870,52347
-90.7,38.3,59,0,0,0.435167386,-0.179825044,-0.48514974,0.053069513,-0.07060772,-0.416135259,454779,108173
-90.7,38.8,42,0,0,0.43416826,-0.419393621,-0.885704125,0.255000167,0.006005821,-0.352282088,451688,164001
-90.7,39.3,38,0,0,0.22029806,-0.521940965,-0.289084626,0.391169874,0.275573836,-0.188736925,448597,219825
-90.7,39.8,35,0,0,0.098895145,-0.406806062,-0.275663926,0.507371177,0.371775952,0.034216861,445507,275642
-90.7,40.3,30,0,0,-0.028431418,-0.246256396,-0.028670373,0.603324199,0.540010437,0.18718918,442417,331446
-90.7,40.8,15,0,0,-0.123537989,-0.298281658,-0.104942016,0.603056797,0.5293416,0.236520278,439328,387234
-90.7,41.3,22,0,0,-0.151007646,-0.517923785,-0.502310817,0.699743684,0.525124754,0.569682434,436241,443001
-90.7,41.8,8,0,0,-0.316566728,-0.551609949,-0.767779564,0.752591205,0.522372715,0.58885528,433154,498741
-90.7,42.3,29,0,0,-0.518300825,-0.508241348,-1.180513822,0.821172624,0.486717106,0.619474904,430070,554451
-90.7,42.8,72,0,0,-0.606122533,-0.77717764,-1.034697078,0.91600722,0.631031952,1.054140926,426988,610124
-90.7,43.3,115,0,0,-0.728302995,-0.919363863,-0.374739169,0.937476441,0.813310085,1.194123606,423907,665756
-90.7,43.8,115,0,0,-0.882359106,-0.928727379,-0.333393049,1.017469384,0.907432125,1.267685783,420830,721342
-90.7,44.3,137,0,0,-0.938346813,-0.959647142,-0.454047258,1.14768247,1.018017204,1.175955817,417755,776875
-90.7,44.8,101,0,3,-1.096231304,-1.014026865,-0.369071079,1.217887289,1.135160155,1.145373467,414684,832351
-90.7,45.3,155,0,20,-1.256757185,-1.097504765,-0.256715751,1.187849797,1.154594497,1.236296947,411616,887764
-90.7,45.8,180,0,26,-1.396868817,-0.996443601,0.154272316,1.083896397,1.205791911,1.234511584,408551,943109
-90.7,46.3,147,0,29,-1.448685807,-0.968628788,0.405617285,0.99322688,1.166040341,1.167091792,405491,998378
-90.7,46.8,54,0,10,-1.411612621,-1.022831904,0.386479066,0.942354774,1.094549876,1.092717583,402436,1053567
-90.7,47.3,6,0,0,-1.437178875,-1.124387249,-0.416746609,1.046254477,1.012724054,1.310792517,399385,1108668
-90.7,47.8,133,0,0,-1.88184337,-1.030754177,0.308552419,1.139490082,1.299379549,0.801113309,396339,1163676
-90.7,48.3,15,0,0,-1.984782888,-1.020228433,0.546055692,1.39085874,1.618938616,0.715588294,393299,1218585
-90.2,33.3,37,4,0,1.397002701,1.603856827,0.704440068,-1.023814062,-0.866360677,-0.32600928,531873,-446684
-90.2,33.8,23,1,0,1.308854538,1.567781752,0.597636928,-0.852790364,-0.714121111,-0.446784058,528500,-391065
