lon,lat,count,fagus,tsuga,bio1.0,bio12.0,bio2.0,bio4.0,bio7.0,bio15.0,albx,alby
-90.2,34.3,19,0,0,1.233540765,1.452509408,0.459408317,-0.769796329,-0.668638699,-0.498783438,525124,-335411
-90.2,34.8,27,0,0,1.260976696,1.282174494,-0.544326779,-0.74595303,-0.868279017,-0.446848954,521746,-279723
-90.2,35.3,14,0,0,1.207937016,1.004362556,-0.908581868,-0.664342654,-0.852454172,-0.521266427,518367,-224007
-90.2,35.8,19,0,0,1.08822761,0.745256855,-0.236022238,-0.570641129,-0.622630224,-0.753106924,514986,-168266
-90.2,36.3,14,1,0,0.971042905,0.645435915,0.204207071,-0.414137983,-0.377466226,-0.79105958,511603,-112503
-90.2,36.8,62,0,0,0.811102711,0.59148922,0.621631927,-0.311883917,-0.150256756,-0.779142168,508220,-56722
-90.2,37.3,90,0,0,0.536797166,0.516727247,0.984017254,-0.276416474,-0.018698328,-0.870127327,504836,-928
-90.2,37.8,81,0,0,0.426092012,0.218438242,0.451331865,-0.180894659,-0.039241488,-0.565652002,501451,54876
-90.2,38.3,30,0,0,0.530505531,-0.080020587,-0.497080766,0.027731905,-0.092527316,-0.431774876,498066,110685
-90.2,38.8,29,0,0,0.548689973,-0.35587013,-1.189614639,0.210598334,-0.106546787,-0.449835393,494681,166495
-90.2,39.3,17,0,0,0.277478756,-0.44624902,-0.236311139,0.309544311,0.19978649,-0.238398605,491296,222302
-90.2,39.8,16,0,0,0.064136761,-0.32807627,-0.279420494,0.402208228,0.264840804,0.130717519,487911,278102
-90.2,40.3,27,0,0,-0.018378644,-0.313064093,-0.798096302,0.557153062,0.30946534,0.096319725,484528,333889
-90.2,40.8,17,0,0,-0.11841375,-0.3173774,-0.713385162,0.651932875,0.41670062,0.099341662,481145,389660
-90.2,41.3,10,0,0,-0.252091273,-0.331001469,-0.643054318,0.734076972,0.535881963,0.293452202,477763,445410
-90.2,41.8,9,0,0,-0.256825785,-0.483367567,-0.531865674,0.753594642,0.563532402,0.473090477,474383,501133
-90.2,42.3,34,0,0,-0.479532002,-0.507214404,-0.817615461,0.836043566,0.571214098,0.634271649,471005,556825
-90.2,42.8,45,0,0,-0.650866476,-0.713843063,-0.778288241,0.858841664,0.620452321,0.831601587,467629,612482
-90.2,43.3,95,0,0,-0.759355604,-0.815244416,-0.370304236,0.901979166,0.773234207,0.957881548,464256,668097
-90.2,43.8,105,0,0,-0.913269248,-0.825474595,-0.193765951,0.983545607,0.929116618,1.074323933,460886,723665
-90.2,44.3,137,0,0,-0.992316465,-0.867877584,-0.260108424,1.109138542,1.055179307,1.099633617,457518,779182
-90.2,44.8,59,0,5,-1.206309352,-0.805864663,-0.147305682,1.162657553,1.112333495,1.052350017,454154,834641
-90.2,45.3,159,0,22,-1.379719141,-0.914451835,-0.117949392,1.161317828,1.142639263,1.110147887,450794,890037
-90.2,45.8,177,0,20,-1.494715701,-0.958939456,0.097692832,1.076728057,1.162090278,1.222995585,447439,945364
-90.2,46.3,186,0,46,-1.580135511,-0.940800501,0.318332452,0.991970684,1.146742726,1.179607302,444087,1000617
-90.2,46.8,17,0,12,-1.372869526,-0.979548732,-0.457456123,0.939809297,0.894092118,1.121024244,440741,1055789
-90.2,47.8,102,0,0,-1.843652307,-0.992606374,0.524666771,1.159630969,1.384022438,0.60550417,434064,1165865
-90.2,48.3,6,0,0,-2.043067552,-0.968929226,0.723801567,1.367233485,1.653169435,0.42476965,430735,1220756
-89.7,32.8,87,5,0,1.445796533,1.445254149,0.936150828,-1.207306147,-1.010878112,-0.331020697,581748,-499319
-89.7,33.3,92,3,0,1.343838385,1.468395233,0.63180057,-1.061544663,-0.922365612,-0.339755929,578084,-443759
-89.7,33.8,86,2,0,1.250071028,1.562093409,0.817291386,-0.936272557,-0.747389009,-0.422163382,574417,-388159
-89.7,34.3,75,3,0,1.1561853,1.608449237,1.137743416,-0.848821091,-0.575747199,-0.452067374,570748,-332523
-89.7,34.8,52,0,0,1.196101604,1.485511377,-0.300362002,-0.803966355,-0.849483705,-0.48654382,567077,-276854
-89.7,35.3,38,3,0,1.158322081,1.229648381,-0.762765976,-0.652547654,-0.826924662,-0.603144728,563404,-221156
-89.7,35.8,23,3,0,1.040913651,0.913060343,-0.083644282,-0.573806024,-0.613920577,-0.860040428,559729,-165433
-89.7,36.3,5,0,0,0.965251924,0.804306197,0.22672944,-0.492141951,-0.442092019,-0.881397942,556053,-109689
-89.7,36.8,8,2,0,0.844895569,0.74534938,0.614640345,-0.34981819,-0.179136899,-0.82049915,552375,-53927
-89.7,37.3,42,1,0,0.656015858,0.636660542,1.075322842,-0.269382649,0.020762281,-0.800842522,548697,1848
-89.7,37.8,39,4,0,0.560837983,0.366451418,0.526180307,-0.157710374,-0.017928824,-0.595465694,545018,57633
-89.7,38.3,25,0,0,0.581891157,0.026806512,-0.212076668,-0.030166974,-0.103834766,-0.436583508,541339,113424
-89.7,38.8,29,0,0,0.507529194,-0.221300599,-0.185011134,0.10877656,0.029755385,-0.489693997,537660,169215
-89.7,39.3,15,0,0,0.314185882,-0.23960956,-0.040602252,0.189036363,0.125940828,-0.370429466,533981,225004
-89.7,39.8,16,0,0,0.161212039,-0.45446659,-0.963654634,0.398349062,0.093061433,-0.175687382,530302,280785
-89.7,40.3,9,0,0,0.019252528,-0.431456524,-1.171693385,0.53782957,0.186745781,-0.075386145,526625,336554
-89.7,40.8,17,0,0,-0.120107298,-0.374674102,-1.158917812,0.66824714,0.317859014,0.019572206,522948,392306
-89.7,41.3,9,0,0,-0.272424342,-0.371752721,-0.728411438,0.77958584,0.544648301,0.254308676,519273,448037
-89.7,41.8,9,0,0,-0.394025102,-0.442552311,-0.468014229,0.826029261,0.652207056,0.451313136,515599,503742
-89.7,42.3,14,0,0,-0.540525324,-0.488603209,-0.469842233,0.846377344,0.676531038,0.482812018,511927,559416
-89.7,42.8,54,0,0,-0.66457345,-0.71762172,-0.302918651,0.829018962,0.704650849,0.669136029,508258,615053
-89.7,43.3,76,0,0,-0.796585178,-0.76375771,-0.313211718,0.859695941,0.759417325,0.754407894,504592,670650
-89.7,43.8,127,0,0,-0.917445913,-0.791248774,-0.153883939,0.963268036,0.930314642,0.905695357,500929,726200
-89.7,44.3,105,0,1,-1.052102877,-0.841705549,-0.091355986,1.085042485,1.062180706,0.970125715,497269,781698
-89.7,44.8,101,0,18,-1.21264045,-0.809147904,0.118411912,1.129854914,1.139466207,1.021059246,493613,837139
-89.7,45.3,157,0,17,-1.406787046,-0.799411052,0.228831005,1.120692174,1.177218568,0.992679591,489961,892516
-89.7,45.8,177,0,13,-1.554015308,-0.85694621,0.311034925,1.052262626,1.187652303,1.185964009,486313,947825
-89.7,46.3,185,0,44,-1.634831281,-0.857956692,0.399709722,0.986694773,1.163676806,1.04109937,482671,1003059
-89.7,46.8,83,0,44,-1.556953439,-0.870095884,0.466283997,1.019123158,1.217204407,0.832528991,479033,1058213
-89.7,47.8,35,0,0,-1.607387505,-0.991419038,-0.236675888,0.996732402,1.016787499,0.754757557,471777,1168252
-89.2,32.3,86,5,0,1.51298442,1.452606246,1.19013511,-1.414760859,-1.127996052,-0.456476645,632189,-551627
-89.2,32.8,94,4,0,1.397159051,1.440245823,0.490493754,-1.265985809,-1.127477908,-0.387435228,628235,-496130
-89.2,33.3,85,4,0,1.30884063,1.423355782,-0.058598501,-1.119524902,-1.089733884,-0.336910486,624278,-440590
-89.2,33.8,78,4,0,1.24542753,1.516972213,0.236492428,-0.9723662,-0.873459201,-0.434206093,620318,-385010
-89.2,34.3,70,9,0,1.151438893,1.571015385,0.37073352,-0.863321575,-0.745001297,-0.498569226,616356,-329394
-89.2,34.8,83,7,0,1.076692977,1.604852868,-0.085431379,-0.815271027,-0.801184227,-0.666457654,612392,-273746
-89.2,35.3,57,3,0,1.037024111,1.318610148,-0.452376062,-0.70256277,-0.78795802,-0.787880949,608425,-218068
-89.2,35.8,20,1,0,0.980009534,1.136581535,-0.286544169,-0.607677731,-0.67662803,-0.777382931,604457,-162365
-89.2,36.3,26,3,0,0.933000225,1.025775928,0.087250628,-0.517253378,-0.491427784,-0.873497707,600487,-106641
-89.2,36.8,20,1,0,0.904268372,0.789817778,0.604073717,-0.329272674,-0.190736144,-0.940869964,596516,-50899
-89.2,37.3,74,26,0,0.775717202,0.645150163,0.783690207,-0.226453428,-0.033551497,-0.757939018,592544,4856
-89.2,37.8,49,7,0,0.57297411,0.514599609,0.46804638,-0.144649958,-0.030540178,-0.669882613,588571,60621
-89.2,38.3,29,0,0,0.474310049,0.143085812,0.21239005,0.015706386,0.043766519,-0.63149543,584597,116391
-89.2,38.8,23,0,0,0.428586905,-0.134262465,-0.040006553,0.125258425,0.068972554,-0.542638973,580624,172163
-89.2,39.3,13,0,0,0.306883278,-0.162384745,-0.546742811,0.197632296,-0.008749805,-0.482322803,576651,227931
-89.2,39.8,3,0,0,0.191977803,-0.284900895,-0.683929162,0.314715539,0.068697434,-0.301541248,572679,283692
-89.2,40.3,7,0,0,0.009720041,-0.349343622,-0.817185092,0.470903009,0.200490131,-0.172889086,568707,339440
-89.2,40.8,13,0,0,-0.148018073,-0.392883261,-0.613201185,0.607750714,0.38347274,-0.124748748,564736,395173
-89.2,41.3,15,0,0,-0.220245287,-0.469263353,-0.73344207,0.697476457,0.441509814,0.129138271,560767,450883
-89.2,41.8,10,0,0,-0.366415118,-0.489861332,-0.803193407,0.787477197,0.510563379,0.352745455,556800,506568
-89.2,42.3,16,0,0,-0.493260883,-0.538668817,-0.753457219,0.837256912,0.578304702,0.482995723,552835,562222
-89.2,42.8,40,0,0,-0.677192343,-0.65195559,-0.289779182,0.888612837,0.773388441,0.570604291,548873,617839
-89.2,43.3,33,0,0,-0.795237737,-0.71987009,-0.574478187,0.910093991,0.720628677,0.605849173,544914,673416
-89.2,43.8,88,0,0,-0.864972129,-0.808999729,-0.388788805,1.006095286,0.906184912,0.681056048,540958,728946
-89.2,44.3,105,0,2,-1.037271983,-0.907056733,-0.20140266,1.096699173,1.049261716,0.819697099,537005,784424
-89.2,44.8,134,0,33,-1.25837359,-0.78838677,0.244940447,1.122965367,1.19641864,1.000257231,533057,839844
-89.2,45.3,159,0,13,-1.486948072,-0.752328382,0.380968636,1.090701872,1.238922248,1.059306209,529113,895202
-89.2,45.8,162,0,20,-1.600142086,-0.821772586,0.467897243,1.033655643,1.21038142,1.039365037,525174,950491
-89.2,46.3,169,0,30,-1.665201305,-0.800971859,0.541256011,0.977862897,1.177347791,0.904237248,521241,1005705
-89.2,46.8,118,0,35,-1.570252969,-0.840077638,0.518345031,1.005322368,1.18486775,0.64874003,517313,1060838
-89.2,47.8,18,0,0,-1.595573732,-0.919099649,-0.242451357,0.982624614,0.998380274,0.495762608,509476,1170838
-88.7,32.3,78,2,0,1.517560798,1.270327813,1.256022499,-1.458855424,-1.14380464,-0.318345222,678951,-548171
-88.7,32.8,96,1,0,1.426430959,1.273730507,0.454998099,-1.300675182,-1.158431043,-0.321507379,674705,-492696
-88.7,33.3,80,1,0,1.358018281,1.372316546,-0.136351295,-1.127162146,-1.127469988,-0.384627503,670455,-437178
-88.7,33.8,56,1,0,1.325117748,1.475925823,0.126751699,-1.074610774,-1.020607788,-0.489649845,666203,-381620
-88.7,34.3,63,3,0,1.181138177,1.597865933,0.097114178,-0.945614288,-0.885609104,-0.489938383,661947,-326025
-88.7,34.8,62,4,0,1.030910497,1.607526048,-0.108483827,-0.834574992,-0.833553814,-0.576610339,657690,-270398
-88.7,35.3,69,9,0,0.937161123,1.395057434,-0.111445278,-0.757480085,-0.771938923,-0.704185559,653430,-214743
-88.7,35.8,40,8,0,0.866006235,1.287208152,-0.225199093,-0.656526148,-0.726497363,-0.744811489,649168,-159062
-88.7,36.3,36,1,0,0.860818594,1.164713787,0.221036636,-0.531255398,-0.496964375,-0.898249118,644904,-103359
-88.7,36.8,28,0,0,0.821567018,0.914234698,0.608418315,-0.372576149,-0.249113368,-1.02714855,640639,-47639
-88.7,37.3,82,2,0,0.773683368,0.716021753,0.693790775,-0.247752878,-0.110755296,-0.898616142,636373,8095
-88.7,37.8,28,0,0,0.611056316,0.561898209,0.504717242,-0.136797112,-0.051318442,-0.739774113,632107,63838
-88.7,38.3,38,0,0,0.403673553,0.164249544,0.235706685,0.066692396,0.088164289,-0.677118357,627839,119586
-88.7,38.8,27,0,0,0.365361839,-0.061136441,-0.243857513,0.176745611,0.048866252,-0.622050114,623572,175336
-88.7,39.3,25,0,0,0.280339709,-0.171355454,-0.621905721,0.208383178,-0.022000607,-0.477585058,619305,231083
-88.7,39.8,5,0,0,0.170465482,-0.19215654,-0.624421463,0.271747808,0.051075552,-0.329120963,615039,286822
-88.7,40.3,8,0,0,-0.016647372,-0.25897394,-0.813246149,0.400087992,0.132141042,-0.266529659,610774,342549
-88.7,40.8,3,0,0,-0.165379425,-0.421766002,-0.651800612,0.56772441,0.328673749,-0.226807947,606509,398259
-88.7,41.3,9,0,0,-0.199546218,-0.481978696,-0.851589059,0.619374858,0.321194641,0.02506097,602247,453948
-88.7,41.8,3,0,0,-0.333449274,-0.480750172,-0.707560265,0.710613894,0.455480931,0.215806788,597986,509611
-88.7,42.3,16,0,0,-0.527388066,-0.539507835,-0.457737354,0.832703476,0.631420456,0.380715544,593728,565243
-88.7,42.8,41,0,0,-0.656364651,-0.599355681,-0.840708815,0.884074046,0.629809751,0.346243425,589473,620839
-88.7,43.3,22,0,0,-0.702598375,-0.697915445,-0.949555569,1.001094371,0.740168898,0.537779976,585220,676394
-88.7,43.8,22,0,0,-0.838339472,-0.888187364,-1.045908834,1.025196395,0.763812582,0.580782433,580972,731902
-88.7,44.3,50,0,4,-0.92109028,-0.876081701,-0.579268494,1.119732671,0.977610348,0.601081919,576727,787359
-88.7,44.8,148,14,48,-1.153813713,-0.816735447,0.101192884,1.095169066,1.129275079,0.839550855,572487,842758
-88.7,45.3,186,16,30,-1.397780934,-0.774350603,0.336329553,1.061729651,1.165270838,0.890940101,568251,898094
-88.7,45.8,203,0,35,-1.587596439,-0.79996488,0.554627283,1.000503157,1.169552712,0.826372407,564021,953361
-88.7,46.3,186,0,31,-1.65806673,-0.733657786,0.718133478,0.965582993,1.179711326,0.613661105,559796,1008554
-88.7,46.8,157,0,70,-1.611255342,-0.73094315,0.571705695,0.944304154,1.131104213,0.33062666,555578,1063666
-88.7,47.3,19,0,4,-1.509184491,-0.83816501,-0.351339017,0.90627225,0.877320609,0.356605495,551366,1118691
-88.7,47.8,19,0,0,-1.589388973,-0.889436279,-0.291856033,0.986452864,0.992511872,0.332897024,547162,1173623
-88.7,48.3,10,0,0,-1.800010512,-0.906662466,-0.156068169,1.117563619,1.172467321,0.231783643,542965,1228455
-88.2,31.8,98,15,0,1.636816999,1.501852014,1.372845996,-1.634615346,-1.251136212,-0.445758701,730229,-599875
-88.2,32.3,107,5,0,1.530605081,1.216750502,1.298990386,-1.485668084,-1.165060195,-0.349670937,725694,-544470
-88.2,32.8,78,1,0,1.490849075,1.0751683,0.945335162,-1.306718316,-1.076815312,-0.437196637,721156,-489018
-88.2,33.3,76,9,0,1.405381605,1.283611245,0.595923974,-1.174491033,-1.032385028,-0.461749755,716614,-433522
-88.2,33.8,84,12,0,1.319265328,1.50910889,0.415223465,-1.14758752,-1.0455708,-0.447018683,712068,-377987
-88.2,34.3,92,7,0,1.161311551,1.608095214,0.406105604,-1.012239818,-0.90382166,-0.487647053,707520,-322416
-88.2,34.8,76,5,0,0.966575498,1.580513445,0.706724007,-0.863234249,-0.699065353,-0.565616836,702969,-266813
-88.2,35.3,77,19,0,0.847952338,1.498076703,1.077705639,-0.763351007,-0.535129417,-0.660748909,698416,-211180
-88.2,35.8,77,23,0,0.810689217,1.397299875,0.707716839,-0.670768992,-0.510822108,-0.736077478,693861,-155522
-88.2,36.3,48,6,0,0.765025375,1.267504527,0.618123353,-0.567557593,-0.450113864,-0.91332425,689304,-99843
-88.2,36.8,48,0,0,0.723051433,1.103161764,0.646578851,-0.4160955,-0.331546957,-1.094369772,684745,-44146
-88.2,37.3,79,2,0,0.698298348,0.84924342,0.547048524,-0.274697613,-0.215230201,-1.021128193,680185,11564
-88.2,37.8,29,1,0,0.640789237,0.472159497,0.209949303,-0.119797798,-0.138657511,-0.842225406,675625,67284
-88.2,38.3,23,0,0,0.466247729,0.160422042,-0.228823568,0.066867048,-0.071797407,-0.72983958,671064,123009
-88.2,38.8,13,0,0,0.346908422,0.069193579,-0.261564009,0.185345883,0.048145936,-0.569384801,666503,178736
-88.2,39.3,11,0,0,0.269705259,-0.007080648,-0.429042384,0.241301348,0.081025331,-0.489037825,661942,234459
-88.2,39.8,4,0,0,0.151357173,-0.049990125,-0.90712543,0.286093166,0.01378506,-0.453129451,657382,290175
-88.2,40.3,1,0,0,-0.027378795,-0.153174458,-1.203763984,0.374812218,0.039557176,-0.280116009,652823,345879
-88.2,41.3,8,0,0,-0.199730091,-0.493924819,-0.897982855,0.533091718,0.226012138,-0.037985604,643709,457232
-88.2,41.8,13,0,0,-0.345818818,-0.49554743,-0.923673764,0.581648324,0.291172331,-0.023910703,639156,512872
-88.2,42.3,23,0,0,-0.514684044,-0.569835861,-1.174266225,0.646512686,0.306268107,0.089379175,634604,568481
-88.2,42.8,38,0,0,-0.655015274,-0.670528023,-1.630828257,0.701992468,0.276642637,0.098666854,630056,624053
-88.2,43.3,46,0,0,-0.767512974,-0.856017047,-1.78663127,0.778250455,0.329758391,0.222962438,625511,679585
-88.2,43.8,47,4,0,-0.814907961,-0.952305758,-1.9198872,0.828200483,0.36426433,0.506825555,620970,735070
-88.2,44.3,30,3,1,-0.880107623,-0.977370541,-1.463217789,0.891873738,0.538035406,0.6036467,616433,790503
-88.2,44.8,79,5,10,-1.059413365,-0.963667893,-0.526545288,0.960660184,0.838330206,0.560744749,611900,845879
-88.2,45.3,182,11,16,-1.227362526,-0.902660153,-0.002532051,0.981597311,0.983406219,0.639515028,607373,901192
-88.2,45.8,191,0,22,-1.41858686,-0.821017245,0.296579634,0.969578301,1.046461324,0.647437228,602852,956436
-88.2,46.3,180,0,9,-1.581116849,-0.629783374,0.603950146,0.907483969,1.053285144,0.264682283,598336,1011606
-88.2,46.8,117,0,44,-1.614664382,-0.558671084,0.477313379,0.853795187,1.005827701,0.029043148,593827,1066695
-88.2,47.3,82,0,6,-1.651409075,-0.594250383,-0.097569494,0.852477701,0.892797384,-0.046312157,589326,1121697
-87.7,31.3,102,3,0,1.784903924,2.039906909,-0.113381513,-1.728616004,-1.642954413,-0.544598945,782067,-651234
-87.7,31.8,97,12,0,1.624704599,1.568246536,0.800967185,-1.558450109,-1.331165831,-0.444551745,777244,-595903
-87.7,32.3,69,5,0,1.54739855,1.393164074,1.165138757,-1.429164254,-1.144622081,-0.335635972,772418,-540522
-87.7,32.8,87,5,0,1.511617314,1.351299417,1.158842584,-1.321947783,-1.064187701,-0.363308094,767587,-485094
-87.7,33.3,98,5,0,1.378907285,1.256096938,0.577430883,-1.17078645,-1.061257668,-0.463696636,762752,-429624
-87.7,33.8,95,11,0,1.258740929,1.467429464,0.342667485,-1.106099453,-1.024986789,-0.49568063,757914,-374113
-87.7,34.3,91,12,7,1.058886469,1.56564585,0.48916174,-1.037078148,-0.913712657,-0.509788367,753073,-318567
-87.7,34.8,64,5,0,0.926722466,1.485696788,1.124793991,-0.895731517,-0.641878651,-0.547123346,748229,-262988
-87.7,35.3,91,19,0,0.68317475,1.645236398,2.250573261,-0.809342068,-0.310703665,-0.711282192,743383,-207380
-87.7,35.8,83,17,0,0.767660766,1.445331314,1.1804795,-0.692718778,-0.419524639,-0.768424668,738534,-151747
-87.7,36.3,79,29,0,0.738216665,1.270729805,0.785071649,-0.60559926,-0.431504884,-0.916150723,733684,-96093
-87.7,36.8,41,6,0,0.676978032,1.082399305,0.865414329,-0.427583502,-0.298019779,-1.07061371,728832,-40421
-87.7,37.3,46,4,0,0.664165255,0.825918094,0.447286394,-0.264913827,-0.242767256,-1.039448794,723979,15265
-87.7,37.8,25,0,0,0.60888197,0.486346176,-0.075436588,-0.092252628,-0.193496519,-0.865418702,719124,70960
-87.7,38.3,19,1,0,0.461060098,0.359393786,-0.462652085,0.029285335,-0.145189538,-0.675802131,714270,126660
-87.7,38.8,24,0,0,0.355560352,0.301619949,-0.297242891,0.1546906,0.049804996,-0.504234374,709415,182362
-87.7,39.3,36,2,0,0.260528972,0.104628969,-0.33296268,0.259298133,0.131420727,-0.499654377,704561,238060
-87.7,39.8,13,1,0,0.164779349,0.101583352,-0.684864043,0.233978425,0.043216278,-0.450458617,699707,293751
-87.7,40.3,7,0,0,0.015976142,-0.153712363,-0.536632119,0.272669343,0.088406896,-0.252038979,694855,349430
-87.7,40.8,7,0,0,-0.102427375,-0.427655656,-0.984340477,0.396795632,0.086852882,-0.181046576,690003,405093
-87.7,41.3,9,0,0,-0.211674435,-0.495630253,-1.141640834,0.440496144,0.070923408,-0.144657416,685154,460734
-87.7,41.8,5,0,0,-0.270799977,-0.526500722,-1.615777267,0.460984708,-0.016804165,-0.166212669,680307,516349
-87.7,42.3,10,0,0,-0.41424734,-0.561023748,-1.993155633,0.471641213,-0.06549965,-0.199953848,675463,571933
-87.7,42.8,1,0,0,-0.627108511,-0.654203242,-2.491378253,0.470367119,-0.157354863,-0.187162114,670621,627481
-87.7,43.3,7,1,0,-0.64222434,-0.85420422,-0.556928499,0.631903723,0.482815398,0.227227829,665784,682988
-87.7,43.8,28,10,0,-0.7462441,-0.925013332,-2.227423042,0.555726554,0.006256764,0.159208663,660950,738448
-87.7,44.3,39,7,9,-0.86829995,-1.012305688,-1.822285438,0.622550602,0.175309107,0.259395195,656121,793857
-87.7,44.8,46,1,0,-0.980989483,-0.985883721,-0.930301449,0.776925917,0.532304564,0.280477206,651297,849208
-87.7,45.3,143,11,16,-1.104920895,-0.947431145,-0.45155623,0.853412796,0.727897693,0.326695401,646478,904497
-87.7,45.8,160,8,12,-1.279779086,-0.76548019,-0.319690265,0.858062779,0.754074986,0.188614675,641666,959716
-87.7,46.3,175,0,4,-1.461395688,-0.484292687,-0.21743796,0.808455005,0.742152266,-0.164488652,636860,1014861
-87.7,46.8,84,1,42,-1.554739439,-0.37809292,-0.34823695,0.752236476,0.700044665,-0.326473314,632061,1069926
-87.7,47.3,14,0,0,-1.507534412,-0.762326821,-0.410566337,0.854153713,0.819291871,-0.026788317,627269,1124903
-87.2,31.3,86,3,0,1.75210444,2.128572235,-0.29494276,-1.678473695,-1.679289904,-0.507145267,829352,-646987
-87.2,31.8,102,11,0,1.685189363,1.774920177,0.465356786,-1.556447845,-1.407536349,-0.449079493,824238,-591682
-87.2,32.3,74,4,0,1.631928175,1.509986176,0.749029723,-1.435432754,-1.264613362,-0.353545176,819119,-536327
-87.2,32.8,92,9,0,1.515400328,1.338070872,0.70712881,-1.259645712,-1.115668155,-0.421254615,813997,-480926
-87.2,33.3,91,7,0,1.338033395,1.357213954,0.302098586,-1.147821294,-1.113118705,-0.543828179,808870,-425482
-87.2,33.8,89,14,1,1.25291826,1.430336519,0.134777871,-1.101986173,-1.072395461,-0.507491047,803739,-369998
-87.2,34.3,67,9,3,1.088231609,1.534236757,0.148927216,-1.032535017,-1.004475309,-0.49008304,798606,-314478
-87.2,34.8,39,4,0,0.980808859,1.425177907,0.447087828,-0.867262643,-0.781660679,-0.582889948,793469,-258925
-87.2,35.3,67,12,0,0.764954065,1.416201942,1.09724099,-0.795939941,-0.544324275,-0.720261366,788329,-203344
-87.2,35.8,65,19,0,0.794835528,1.286421057,0.787264401,-0.700178386,-0.51821201,-0.791948823,783187,-147737
-87.2,36.3,49,17,0,0.81279831,1.106184294,0.429752899,-0.634848646,-0.552499521,-0.890770652,778044,-92109
-87.2,36.8,43,4,0,0.69849632,1.056745749,0.770443358,-0.446577758,-0.311197214,-0.970313582,772898,-36463
-87.2,37.3,38,3,0,0.661286513,0.883635518,0.350726041,-0.311701671,-0.278156083,-0.993103913,767752,19196
-87.2,37.8,29,3,0,0.66006972,0.579110832,0.113488659,-0.244621069,-0.275331513,-0.964741285,762604,74865
-87.2,38.3,65,5,0,0.503880834,0.484797676,-0.280661321,-0.123180195,-0.225509701,-0.766858732,757456,130539
-87.2,38.8,18,0,0,0.439130344,0.363603698,-0.540529303,-0.035368034,-0.19828028,-0.548578571,752308,186214
-87.2,39.3,52,5,0,0.226498641,0.15975478,-0.195586285,0.148142222,0.058903146,-0.533999367,747160,241886
-87.2,39.8,55,15,0,0.204933025,0.151972844,0.118014779,0.175237201,0.159937378,-0.566930288,742013,297551
-87.2,40.3,14,0,0,0.04081624,-0.103700834,-0.032195139,0.219734496,0.14590957,-0.397390505,736867,353204
-87.2,40.8,8,0,0,-0.156499885,-0.336881152,-0.58125501,0.365683649,0.15040237,-0.308320279,731722,408840
-87.2,41.3,24,0,0,-0.237667951,-0.485393202,-1.13997816,0.403616837,0.047692404,-0.149278681,726580,464454
-87.2,41.8,6,0,0,-0.296504673,-0.771160628,-0.957680598,0.380259527,0.056968132,-0.106784743,721440,520043
-87.2,44.8,31,3,9,-0.967871993,-0.831588421,-0.584704781,0.686722863,0.549156941,0.135141655,690676,852745
-87.2,45.3,56,6,13,-1.100659229,-0.801174562,-0.608005223,0.71780176,0.571465041,0.083814754,685566,908007
-87.2,45.8,153,2,19,-1.218726325,-0.714549468,-0.930707104,0.724120703,0.464594921,-0.016463964,680462,963201
-87.2,46.3,151,5,30,-1.395076296,-0.464103213,-1.081148825,0.70322317,0.409544987,-0.214602386,675365,1018320
-87.2,46.8,4,0,2,-1.404539498,-0.744029673,-0.553560541,0.773200724,0.682245206,-0.176758999,670276,1073358
-86.7,30.8,99,0,0,1.851921808,2.379527965,-0.605638619,-1.865346822,-1.899312061,-0.304913513,882014,-697716
-86.7,31.3,96,4,0,1.753572366,2.056940589,0.216733796,-1.724519539,-1.586018237,-0.464469399,876614,-642491
-86.7,31.8,90,6,0,1.68629935,1.691508325,0.538897929,-1.593488244,-1.416302687,-0.483778804,871209,-587214
-86.7,32.3,78,6,0,1.638205858,1.367013306,0.185672221,-1.439387654,-1.405480449,-0.461843272,865798,-531887
-86.7,32.8,78,6,0,1.396460597,1.354328954,0.432367498,-1.224450824,-1.147244479,-0.476230783,860384,-476514
-86.7,33.3,71,4,0,1.334988522,1.354025956,0.456453684,-1.16003367,-1.07197486,-0.56308944,854965,-421097
-86.7,33.8,73,2,0,1.242449929,1.419477346,0.073151563,-1.137502704,-1.109864781,-0.542828336,849542,-365641
-86.7,34.3,59,2,0,1.077389444,1.635675637,-0.141447548,-1.058668324,-1.102336902,-0.521661572,844116,-310149
-86.7,34.8,35,2,0,1.01238182,1.474056358,-0.364139304,-0.902068903,-0.993394208,-0.612924065,838686,-254624
-86.7,35.3,57,4,0,0.793114203,1.360290922,0.583917952,-0.793608169,-0.64982713,-0.730479555,833254,-199070
-86.7,35.8,48,3,0,0.81934521,1.092794772,0.555570686,-0.673269992,-0.537104448,-0.790182042,827819,-143491
-86.7,36.3,36,12,0,0.877408233,0.861136364,0.049495747,-0.597251746,-0.588188479,-0.831327805,822382,-87891
-86.7,36.8,34,1,0,0.69752875,1.080118685,0.259578112,-0.485983558,-0.445305926,-0.957058923,816943,-32273
-86.7,37.3,66,19,0,0.6606435,0.93833113,0.197140494,-0.381971035,-0.343656425,-0.993928703,811503,23358
-86.7,37.8,71,24,0,0.592486055,0.686328784,0.283920815,-0.343657084,-0.296125616,-1.031611735,806062,78999
-86.7,38.3,89,38,0,0.423161936,0.565674778,0.293642897,-0.235736038,-0.201987737,-0.895580282,800621,134645
-86.7,38.8,106,27,0,0.254900147,0.487432497,0.300072016,-0.094284453,-0.065418781,-0.723441273,795180,190292
